START,n_0,C_min,Npred_0,CpredAlign,Lambda_min
(13#)53/2,804191,2.552045,810809,2.503222,1.931630e-02
(13#)27,819212,2.562766,825821,2.505362,2.265391e-02
(13#)55/2,831373,2.564720,840839,2.507425,2.259298e-02
(13#)28,850253,2.564273,855851,2.509424,2.162176e-02
(13#)57/2,860422,2.564422,870853,2.511360,2.090867e-02
(13#)29,883648,2.566164,885883,2.513235,2.084141e-02
(13#)59/2,891427,2.564719,900869,2.515052,1.955544e-02
(13#)30,909037,2.548728,915911,2.516816,1.259980e-02
(13#)61/2,915961,2.547074,930911,2.518524,1.127223e-02
(13#)31,944161,2.565326,945943,2.520184,1.775365e-02
(13#)63/2,957844,2.549019,960941,2.521797,1.073684e-02
(13#)32,968299,2.573348,975967,2.523363,1.961524e-02
(13#)65/2,990586,2.569172,990989,2.524885,1.738815e-02
(13#)33,1004449,2.563918,1006003,2.526367,1.475425e-02
(13#)67/2,1016921,2.561834,1021019,2.527806,1.337168e-02
(17#)2,1034134,2.571303,1036027,2.529210,1.650577e-02
(13#)69/2,1050706,2.556321,1048576,2.530574,1.012296e-02
(13#)35,1053142,2.560025,1066063,2.531903,1.104583e-02
(13#)71/2,1067611,2.564956,1081079,2.533199,1.245839e-02
(13#)36,1093418,2.575284,1096079,2.534464,1.597764e-02
(13#)73/2,1101119,2.571810,1111091,2.535694,1.414256e-02
(13#)37,1116337,2.566773,1126093,2.536898,1.170739e-02
(13#)75/2,1138519,2.571708,1141139,2.538070,1.316632e-02
(13#)38,1154584,2.576126,1156151,2.539214,1.443214e-02
(13#)77/2,1166306,2.582036,1171133,2.540330,1.628424e-02
(13#)39,1171721,2.577143,1186181,2.541422,1.395765e-02
(13#)79/2,1190542,2.575724,1201183,2.542489,1.298714e-02
(13#)40,1201553,2.553525,1216213,2.543529,3.922271e-03
(13#)81/2,1227416,2.574592,1231229,2.544550,1.173726e-02
(13#)41,1239109,2.571541,1246243,2.545544,1.016095e-02
(13#)83/2,1246537,2.571671,1261259,2.546519,9.828554e-03
(13#)42,1271308,2.567174,1276271,2.547472,7.704188e-03
(17#)5/2,1287808,2.580738,1291271,2.548405,1.260773e-02
(13#)43,1305097,2.580555,1306289,2.549319,1.217823e-02
(13#)87/2,1308529,2.570502,1321319,2.550213,7.924325e-03
(13#)44,1327552,2.567012,1336333,2.551090,6.221858e-03
(13#)89/2,1347289,2.580835,1351327,2.551946,1.125678e-02
(13#)45,1352977,2.568573,1366349,2.552788,6.164397e-03
(13#)91/2,1367291,2.578175,1381349,2.553610,9.573740e-03
(13#)46,1392068,2.581279,1396393,2.554418,1.046060e-02
(13#)93/2,1403569,2.576241,1411387,2.555210,8.196948e-03
(13#)47,1421554,2.574203,1426393,2.555986,7.101912e-03
(13#)95/2,1427329,2.563568,1441439,2.556747,2.664291e-03
(13#)48,1446013,2.577389,1456451,2.557495,7.748607e-03
(13#)97/2,1460213,2.583438,1471447,2.558230,9.805457e-03
(13#)49,1485139,2.569529,1486451,2.558948,4.126377e-03
(13#)99/2,1498438,2.572049,1501499,2.559654,4.830764e-03
(13#)50,1508933,2.579741,1516513,2.560347,7.546210e-03
(13#)101/2,1525204,2.588498,1531499,2.561029,1.066865e-02
(17#)3,1538384,2.572062,1546537,2.561698,4.037592e-03
(13#)103/2,1552613,2.581629,1561559,2.562354,7.494228e-03
(13#)52,1568978,2.579733,1576571,2.563001,6.507068e-03
(13#)105/2,1588283,2.576881,1591589,2.563635,5.153580e-03
(13#)53,1600058,2.588112,1606603,2.564259,9.259104e-03
(13#)107/2,1611293,2.582728,1621619,2.564873,6.937240e-03
(13#)54,1625321,2.576631,1636627,2.565474,4.339475e-03
(13#)109/2,1647964,2.569523,1651621,2.566067,1.345902e-03
(13#)55,1658869,2.582682,1666657,2.566650,6.226847e-03
(13#)111/2,1668971,2.593334,1681679,2.567224,1.011915e-02
(13#)56,1693639,2.579746,1696693,2.567788,4.646117e-03
(13#)113/2,1708321,2.575121,1711687,2.568342,2.635969e-03
(13#)57,1725814,2.588012,1726693,2.568889,7.416504e-03
(13#)115/2,1740821,2.579711,1741723,2.569425,3.995239e-03
(13#)58,1746859,2.570141,1756747,2.569954,7.276130e-05
(13#)117/2,1770016,2.583728,1771751,2.570476,5.142221e-03
(13#)59,1777753,2.573578,1786781,2.570989,1.006499e-03
(17#)7/2,1791778,2.589083,1801781,2.571493,6.817095e-03
(13#)60,1802266,2.584393,1816813,2.571991,4.810357e-03
(13#)121/2,1831436,2.577516,1831811,2.572481,1.955342e-03
(13#)61,1835741,2.571404,1846843,2.572963,-6.060999e-04
(13#)123/2,1858867,2.583732,1861859,2.573438,3.992117e-03
(13#)62,1872751,2.587271,1876859,2.573907,5.178674e-03
(13#)125/2,1877164,2.577582,1891889,2.574370,1.246906e-03
(13#)63,1892416,2.592349,1906889,2.574824,6.783232e-03
(13#)127/2,1908661,2.585161,1921919,2.575272,3.832629e-03
(13#)64,1931242,2.580351,1936889,2.575714,1.798659e-03
(13#)129/2,1939141,2.593342,1951949,2.576150,6.651355e-03
(13#)65,1953379,2.593798,1966963,2.576579,6.660661e-03
(13#)131/2,1969936,2.574568,1981963,2.577003,-9.453428e-04
(13#)66,1988632,2.587112,1996979,2.577422,3.752521e-03
(13#)133/2,1997902,2.586030,2012009,2.577834,3.174370e-03
(13#)67,2021137,2.583325,2027023,2.578240,1.970333e-03
(13#)135/2,2033041,2.591447,2042039,2.578641,4.953891e-03
(17#)4,2053553,2.579809,2057053,2.579038,2.989040e-04
(13#)137/2,2071096,2.585053,2072053,2.579428,2.178342e-03
(13#)69,2076304,2.586796,2087081,2.579813,2.703129e-03
(13#)139/2,2098952,2.580068,2097152,2.580194,-4.883473e-05
(13#)70,2106019,2.587094,2117099,2.580569,2.525321e-03
(13#)141/2,2118514,2.592353,2132129,2.580939,4.412671e-03
(13#)71,2136091,2.592237,2147137,2.581306,4.225737e-03
(13#)143/2,2149759,2.601746,2162137,2.581667,7.747444e-03
(13#)72,2166772,2.597074,2177167,2.582023,5.812226e-03
(13#)145/2,2191216,2.591899,2192161,2.582377,3.680519e-03
(13#)73,2198473,2.595378,2207203,2.582723,4.887902e-03
(13#)147/2,2210389,2.596815,2222219,2.583066,5.308629e-03
(13#)74,2222702,2.600920,2237219,2.583406,6.756545e-03
(13#)149/2,2246323,2.596339,2252233,2.583741,4.864027e-03
(13#)75,2263843,2.582011,2267263,2.584072,-7.978966e-04
(13#)151/2,2279476,2.588150,2282257,2.584399,1.450349e-03
(13#)76,2294377,2.602427,2297291,2.584722,6.826513e-03
(17#)9/2,2309311,2.594955,2312293,2.585041,3.827807e-03
(13#)77,2316212,2.583454,2327323,2.585356,-7.359528e-04
(13#)155/2,2338396,2.592073,2342309,2.585669,2.473666e-03
(13#)78,2352563,2.595422,2357353,2.585977,3.645738e-03
(13#)157/2,2368486,2.590531,2372369,2.586281,1.641938e-03
(13#)79,2375998,2.595066,2387383,2.586582,3.274637e-03
(13#)159/2,2391856,2.585609,2402383,2.586880,-4.914462e-04
(13#)80,2409742,2.596264,2417399,2.587174,3.507328e-03
(13#)161/2,2425117,2.592377,2432429,2.587465,1.896584e-03
(13#)81,2434183,2.589718,2447437,2.587753,7.590579e-04
(13#)163/2,2459998,2.595797,2462443,2.588037,2.993925e-03
(13#)82,2473948,2.581392,2477471,2.588318,-2.679456e-03
(13#)165/2,2484971,2.595580,2492461,2.588597,2.693968e-03
(13#)83,2495473,2.597962,2507489,2.588872,3.505032e-03
(13#)167/2,2511253,2.602871,2522503,2.589144,5.287747e-03
(13#)84,2525273,2.595884,2537527,2.589413,2.495905e-03
(13#)169/2,2548498,2.597963,2552531,2.589679,3.193747e-03
(17#)5,2555363,2.595337,2567557,2.589943,2.080506e-03
(13#)171/2,2578036,2.596895,2582551,2.590203,2.580250e-03
(13#)86,2594246,2.593958,2597591,2.590461,1.349042e-03
(13#)173/2,2612419,2.590050,2612549,2.590716,-2.571048e-04
(13#)87,2622619,2.592665,2627617,2.590969,6.543672e-04
(13#)175/2,2640928,2.597647,2642639,2.591218,2.478000e-03
(13#)88,2653489,2.589649,2657651,2.591466,-7.013935e-04
(13#)177/2,2662903,2.599814,2672639,2.591710,3.122014e-03
(13#)89,2683354,2.590833,2687677,2.591952,-4.318142e-04
(13#)179/2,2695961,2.593039,2702681,2.592192,3.266971e-04
(13#)90,2717602,2.598752,2717713,2.592429,2.436056e-03
(13#)181/2,2719121,2.594914,2732701,2.592664,8.674569e-04
(13#)91,2739127,2.593271,2747713,2.592897,1.442298e-04
(13#)183/2,2759311,2.597895,2762759,2.593127,1.837018e-03
(13#)92,2774917,2.605239,2777771,2.593355,4.572013e-03
(13#)185/2,2781718,2.593394,2792773,2.593581,-7.210368e-05
(13#)93,2798351,2.597376,2807789,2.593804,1.376181e-03
(17#)11/2,2812492,2.599243,2822819,2.594025,2.009525e-03
(13#)94,2825503,2.600128,2837803,2.594245,2.265144e-03
(13#)189/2,2849842,2.600123,2852849,2.594461,2.179964e-03
(13#)95,2863901,2.601423,2867861,2.594677,2.596564e-03
(13#)191/2,2873672,2.596843,2882863,2.594889,7.527353e-04
(13#)96,2895122,2.601897,2897893,2.595100,2.615743e-03
(13#)193/2,2904764,2.591674,2912893,2.595309,-1.401586e-03
(13#)97,2919424,2.602268,2927917,2.595516,2.598032e-03
(13#)195/2,2936938,2.587620,2942909,2.595721,-3.125786e-03
(13#)98,2949664,2.600223,2957947,2.595924,1.654688e-03
(13#)197/2,2970467,2.599407,2972969,2.596125,1.263393e-03
(13#)99,2980234,2.595608,2987983,2.596325,-2.761977e-04
(13#)199/2,2997242,2.598877,3002981,2.596522,9.065714e-04
(13#)100,3004042,2.591117,3018013,2.596718,-2.159283e-03
(13#)201/2,3021439,2.592341,3033011,2.596912,-1.761718e-03
(13#)101,3040787,2.595932,3048043,2.597104,-4.513737e-04
(13#)203/2,3053924,2.607868,3063059,2.597294,4.062895e-03
(17#)6,3066709,2.591466,3078073,2.597483,-2.319160e-03
(13#)205/2,3092806,2.597068,3093071,2.597671,-2.321580e-04
(13#)103,3107012,2.604617,3108103,2.597856,2.599150e-03
(13#)207/2,3115766,2.600286,3123091,2.598039,8.645093e-04
(13#)104,3127703,2.602558,3138131,2.598222,1.667443e-03
(13#)209/2,3144191,2.605823,3153149,2.598402,2.851916e-03
(13#)105,3159916,2.603373,3168119,2.598581,1.842385e-03
(13#)211/2,3177964,2.601562,3183179,2.598759,1.078010e-03
(13#)106,3192643,2.602437,3198191,2.598935,1.346568e-03
(13#)213/2,3201973,2.598668,3213163,2.599109,-1.696879e-04
(13#)107,3226558,2.596537,3228223,2.599282,-1.056619e-03
(13#)215/2,3235957,2.604722,3243239,2.599453,2.024913e-03
(13#)108,3245252,2.608783,3258247,2.599624,3.517010e-03
(13#)217/2,3260314,2.604682,3273269,2.599793,1.878768e-03
(13#)109,3275093,2.605763,3288269,2.599959,2.229855e-03
(13#)219/2,3290396,2.600457,3303281,2.600125,1.276780e-04
(13#)110,3317926,2.603487,3318307,2.600290,1.228723e-03
(17#)13/2,3326234,2.605172,3333313,2.600453,1.813039e-03
(13#)111,3341761,2.604131,3348307,2.600614,1.351459e-03
(13#)223/2,3354079,2.597185,3363343,2.600775,-1.381311e-03
(13#)112,3364727,2.596771,3378373,2.600934,-1.601861e-03
(13#)225/2,3380669,2.605672,3393373,2.601092,1.759251e-03
(13#)113,3395806,2.609983,3408389,2.601248,3.352378e-03
(13#)227/2,3411274,2.603699,3423419,2.601403,8.822114e-04
(13#)114,3434458,2.611137,3438419,2.601558,3.675262e-03
(13#)229/2,3439621,2.611954,3453409,2.601710,3.929679e-03
(13#)115,3464267,2.603425,3468463,2.601862,6.005433e-04
(13#)231/2,3479059,2.604518,3483463,2.602012,9.626374e-04
(13#)116,3489916,2.613878,3498493,2.602161,4.492689e-03
(13#)233/2,3502439,2.610699,3513491,2.602309,3.218874e-03
(13#)117,3515401,2.612171,3528521,2.602456,3.726062e-03
(13#)235/2,3539002,2.606307,3543523,2.602602,1.422563e-03
(13#)118,3553097,2.606045,3558553,2.602747,1.266321e-03
(13#)237/2,3561149,2.602978,3573529,2.602890,3.380800e-05
(17#)7,3576721,2.610207,3588527,2.603032,2.752609e-03
(13#)239/2,3591949,2.611007,3603583,2.603173,3.004885e-03
(13#)120,3616831,2.603235,3618583,2.603314,-3.034640e-05
(13#)241/2,3633412,2.606239,3633583,2.603453,1.069545e-03
(13#)121,3644584,2.609578,3648643,2.603591,2.296876e-03
(13#)243/2,3658834,2.606500,3663659,2.603728,1.064061e-03
(13#)122,3675767,2.603042,3678671,2.603864,-3.157345e-04
(13#)245/2,3682709,2.606978,3693689,2.603999,1.143356e-03
(13#)123,3704819,2.596930,3708697,2.604133,-2.769820e-03
(13#)247/2,3722221,2.602626,3723719,2.604266,-6.299343e-04
(13#)124,3735406,2.608630,3738733,2.604398,1.623625e-03
(13#)249/2,3753443,2.600434,3753721,2.604529,-1.573499e-03
(13#)125,3760034,2.593551,3768731,2.604659,-4.273785e-03
(13#)251/2,3783313,2.604192,3783739,2.604788,-2.288356e-04
(13#)126,3797879,2.598422,3798793,2.604916,-2.496091e-03
(13#)253/2,3801443,2.606210,3813773,2.605044,4.474931e-04
(13#)127,3822034,2.613491,3828821,2.605170,3.188943e-03
(17#)15/2,3834151,2.598408,3843823,2.605296,-2.647347e-03
(13#)128,3853924,2.606403,3858851,2.605420,3.772193e-04
(13#)257/2,3858931,2.597507,3873847,2.605544,-3.089344e-03
(13#)129,3883478,2.594628,3888851,2.605666,-4.245151e-03
(13#)259/2,3891541,2.606291,3903899,2.605788,1.930132e-04
(13#)130,3912628,2.602100,3918913,2.605909,-1.462747e-03
(13#)261/2,3927556,2.600320,3933929,2.606030,-2.193476e-03
(13#)131,3936293,2.599760,3948911,2.606149,-2.454520e-03
(13#)263/2,3961283,2.606488,3963959,2.606268,8.440832e-05
(13#)132,3974746,2.609044,3978971,2.606385,1.019667e-03
(13#)265/2,3992123,2.608902,3993959,2.606502,9.203506e-04
(13#)133,3996758,2.606043,4009003,2.606618,-2.206167e-04
(13#)267/2,4015034,2.596429,4024003,2.606733,-3.960674e-03
(13#)134,4034477,2.610102,4039019,2.606848,1.247472e-03
(13#)269/2,4047991,2.608708,4054033,2.606962,6.695209e-04
(13#)135,4060838,2.605187,4069063,2.607075,-7.244456e-04
(13#)271/2,4069376,2.607269,4084079,2.607187,3.145103e-05
(17#)8,4087942,2.607185,4099093,2.607298,-4.334083e-05
(13#)273/2,4099112,2.611193,4114087,2.607409,1.450197e-03
(13#)137,4115572,2.602570,4129109,2.607519,-1.899776e-03
(13#)275/2,4131313,2.600695,4144121,2.607628,-2.662279e-03
(13#)138,4154263,2.606322,4159153,2.607737,-5.427633e-04
(13#)277/2,4161457,2.607097,4174151,2.607845,-2.868680e-04
(13#)139,4186967,2.607727,4189183,2.607951,-8.589487e-05
(13#)279/2,4197376,2.593242,4194304,2.608058,-5.697053e-03
(13#)140,4208627,2.613973,4219211,2.608164,2.224761e-03
(13#)281/2,4222718,2.607053,4234229,2.608268,-4.659349e-04
(13#)141,4242659,2.608260,4249241,2.608373,-4.332296e-05
(13#)283/2,4254164,2.607386,4264259,2.608476,-4.179558e-04
(13#)142,4270639,2.603665,4279267,2.608579,-1.885561e-03
(13#)285/2,4280083,2.607170,4294259,2.608682,-5.797711e-04
(13#)143,4298422,2.609440,4309297,2.608783,2.518099e-04
(13#)287/2,4323628,2.609173,4324303,2.608884,1.107692e-04
(13#)144,4333132,2.610882,4339333,2.608984,7.272218e-04
(17#)17/2,4342687,2.606964,4354349,2.609084,-8.128760e-04
(13#)145,4354381,2.614402,4369349,2.609183,1.998245e-03
(13#)291/2,4372499,2.601775,4384379,2.609282,-2.881183e-03
(13#)146,4392541,2.607219,4399363,2.609380,-8.285092e-04
(13#)293/2,4400353,2.604258,4414379,2.609477,-2.002020e-03
(13#)147,4416868,2.603212,4429417,2.609573,-2.440539e-03
(13#)295/2,4441462,2.609455,4444409,2.609669,-8.200610e-05
(13#)148,4447771,2.609820,4459451,2.609765,2.107447e-05
(13#)297/2,4469884,2.605726,4474469,2.609860,-1.585249e-03
(13#)149,4475881,2.602272,4489483,2.609954,-2.947687e-03
(13#)299/2,4499059,2.612312,4504457,2.610047,8.674241e-04
(13#)150,4512502,2.605336,4519499,2.610141,-1.842593e-03
(13#)301/2,4520101,2.610048,4534501,2.610233,-7.087741e-05
(13#)151,4540321,2.610081,4549537,2.610325,-9.347932e-05
(13#)303/2,4562161,2.604160,4564559,2.610416,-2.399429e-03
(13#)152,4568336,2.615511,4579567,2.610507,1.915034e-03
(13#)305/2,4593406,2.608216,4594589,2.610598,-9.128511e-04
(17#)9,4602932,2.612112,4609597,2.610687,5.456844e-04
(13#)307/2,4621748,2.615499,4624603,2.610776,1.807406e-03
(13#)154,4638149,2.615785,4639633,2.610865,1.882660e-03
(13#)309/2,4642907,2.600257,4654649,2.610953,-4.105002e-03
(13#)155,4657141,2.599418,4669627,2.611041,-4.461419e-03
(13#)311/2,4674077,2.610601,4684661,2.611128,-2.018489e-04
(13#)156,4687861,2.607950,4699691,2.611215,-1.251158e-03
(13#)313/2,4710718,2.609368,4714691,2.611301,-7.405182e-04
(13#)157,4729297,2.607043,4729693,2.611386,-1.664486e-03
(13#)315/2,4734448,2.611760,4744711,2.611471,1.106595e-04
(13#)158,4749676,2.609849,4759753,2.611556,-6.538470e-04
(13#)317/2,4765841,2.612665,4774769,2.611640,3.923967e-04
(13#)159,4785362,2.612487,4789783,2.611724,2.921015e-04
(13#)319/2,4792159,2.588525,4804799,2.611807,-8.954104e-03
(13#)160,4818013,2.609266,4819813,2.611889,-1.004759e-03
(13#)321/2,4824811,2.601355,4834829,2.611971,-4.072646e-03
(13#)161,4837909,2.605804,4849843,2.612053,-2.395237e-03
(19#)/2,4918721,2.600756,5105063,2.612134,-4.365340e-03
(17#)10,5167067,2.597599,5360353,2.613448,-6.082865e-03
(17#)21/2,5572393,2.607352,5615609,2.614646,-2.793569e-03
(17#)11,5638274,2.605302,5870857,2.615742,-3.999205e-03
(17#)23/2,5878723,2.605254,6126091,2.616751,-4.403297e-03
(17#)12,6175451,2.603294,6381371,2.617681,-5.511245e-03
(17#)25/2,6634582,2.604438,6636611,2.618542,-5.400761e-03
(17#)13,6670333,2.604986,6891883,2.619341,-5.495459e-03
(17#)27/2,6924206,2.610703,7147139,2.620085,-3.587226e-03
(17#)14,7376626,2.610535,7402363,2.620780,-3.916802e-03
(17#)29/2,7515967,2.611962,7657613,2.621429,-3.617926e-03
(17#)15,7808617,2.611891,7912889,2.622038,-3.877398e-03
(17#)31/2,8143934,2.607556,8168117,2.622610,-5.756621e-03
(17#)16,8377064,2.615094,8388608,2.623148,-3.075080e-03
(17#)33/2,8527412,2.609130,8678669,2.623655,-5.551551e-03
(17#)17,8870593,2.615707,8933917,2.624134,-3.216513e-03
(17#)35/2,9121549,2.613892,9189157,2.624587,-4.083252e-03
(17#)18,9307022,2.615493,9444403,2.625016,-3.634384e-03
(17#)37/2,9601418,2.616651,9699667,2.625423,-3.346770e-03
